id	name	north	south	east	west	high	low
7291	192 west 10th avenue, vancouver, British Columbia, Canada	49.2622	49.2621	-123.109	-123.109	NULL	NULL
7292	Kaltenberger Forst, Schwechatbach, Bezirk Baden, Lower Austria, Austria	48.0183	48.0034	16.1695	16.1375	NULL	NULL
7293	Otsego Co. New York, USA	42.9084	42.3139	-74.6306	-75.4169	NULL	NULL
7294	Polk Co., Arkansas, USA	34.729	34.1899	-93.9301	-94.4703	NULL	NULL
7295	Dadaab, North Eastern Province, Kenya	0.0499935	0.0472955	40.3125	40.3098	NULL	NULL
7296	Caney Creek Wilderness Area, Polk Co. Arkansas, USA	34.729	34.1899	-93.9301	-94.4703	NULL	NULL
7297	Bear Trap, Shasta-Trinity National Forest, Siskiyou Co., California, USA	41.1766	41.0535	-122.086	-122.226	NULL	NULL
7298	Palm Drive, Stanford University, Stanford, California, USA	37.4302	37.4296	-122.171	-122.172	NULL	NULL
7299	Ainsworth State Park, Multnomah Co., Oregon, USA	45.6008	45.5904	-122.043	-122.059	NULL	NULL
7300	Fruška gora, Serbia	45.1652	45.1625	19.7172	19.7145	NULL	NULL
7301	Serbia	46.19	42.2315	23.0063	18.8385	NULL	NULL
7302	Whiting Ranch Wilderness Park, Lake Forest, Orange Co., California, USA	33.7303	33.6701	-117.621	-117.672	NULL	NULL
7303	Montagna di Frosolone, Molise, Italy	41.6025	41.5973	14.4583	14.4351	NULL	NULL
7304	Amsberg, Borlänge, Dalarna, Sweden	60.5356	60.5283	15.3393	15.311	NULL	NULL
7305	Hayfork, California, USA	40.6527	40.4041	-122.959	-123.291	NULL	NULL
7306	Frisbee Golf Course, Humboldt State University, Arcata, California, USA	40.8765	40.8714	-124.068	-124.074	NULL	NULL
7307	Mingus Mountain, Yavapai Co., Arizona, USA	34.7031	34.6847	-112.112	-112.144	NULL	NULL
7308	Lake Powell National Recreation Area, Utah, USA	37.2114	36.934	-110.894	-111.606	NULL	NULL
7309	Moore Creek Reserve, Santa Cruz, Santa Cruz co., California, USA	36.9775	36.9613	-122.061	-122.071	NULL	NULL
7310	Lower Grand Coulee, Washington, USA	47.6219	47.3844	-119.276	-119.57	NULL	NULL
7311	Bogor, West Java, Indonesia	-6.50299	-6.66384	106.845	106.742	NULL	NULL
7312	Lyons Reservoir, California, USA	38.1139	38.0937	-120.153	-120.169	NULL	NULL
7313	near village Zaton, Dalmatia, Croatia	45.2115	43.2115	16.1711	14.1711	NULL	NULL
7314	near village Kozino, Dalmatia, Croatia	45.1785	43.1785	16.1944	14.1944	NULL	NULL
7315	near village Poljice, Dalmatia, Croatia	45.2115	43.2115	16.2851	14.2851	NULL	NULL
7316	near graveyard, Petrcane, Dalmatia, Croatia	45.1894	43.1894	16.163	14.163	NULL	NULL
7317	Sinoville, Gauteng, Pretoria, South Africa	-25.6565	-25.6928	28.2353	28.195	NULL	NULL
7318	Volo Bog State Natural Area, Ingleside, Illinois, USA	42.3597	42.3432	-88.1724	-88.2045	NULL	NULL
7319	near Lake McCloud, California, USA	41.1966	41.0883	-122.018	-122.131	NULL	NULL
7320	Margaret Dodge Memorial Park, Green Lake Co., Wisconsin, USA	43.7799	43.7671	-89.0467	-89.0569	NULL	NULL
7321	Horse Mountain, Humboldt Co., California, USA	40.8871	40.8533	-123.701	-123.739	NULL	NULL
7322	Brown University, Providence, Rhode Island, USA	41.8282	41.8255	-71.402	-71.4047	NULL	NULL
7323	Tbilisi, Georgia	41.8439	41.621	45.0177	44.5965	NULL	NULL
7324	Santa Clara, Cocle, Panama	8.3929	8.37083	-80.0918	-80.1238	NULL	NULL
7325	Letts Lake, Lake Co., California, USA	39.3178	39.2955	-122.689	-122.714	NULL	NULL
7326	Bel Ombre, Constantia, Cape Town, South Africa	-34.0025	-34.0171	18.4437	18.417	NULL	NULL
7327	Maple Shade, New Jersey, USA	39.973	39.9269	-74.9668	-75.0192	NULL	NULL
7329	Pleasant Hill Lake Park, Perrysville, Ohio, USA	40.662	40.6274	-82.3259	-82.3661	NULL	NULL
7330	Mount Shasta, southern flank, Shasta Co., California, USA	41.5106	41.3273	-122.04	-122.178	NULL	NULL
7331	Te-haahi Goodwin Reserve, Waiheke Island, New Zealand	-36.8224	-36.8231	175.138	175.138	NULL	NULL
7332	Milford, Milford Sound, South Island, New Zealand	-44.6683	-44.6729	167.927	167.918	2	NULL
7333	Thetis Lake CRD Park, Bellamy Road access, Victoria, British Columbia, Canada	48.48	48.4717	-123.486	-123.497	NULL	NULL
7334	Tratturo Castel di Sangro – Lucera, Campobasso, Italy	41.5742	41.5408	14.6924	14.6436	NULL	NULL
7335	Yulee, Florida, USA	30.6864	30.5694	-81.5139	-81.6228	NULL	NULL
7336	Cosby Campground, Great Smoky Mountains National Park, Cocke Co., Tennessee, USA	35.968	35.7019	-83.0099	-83.2942	NULL	NULL
7337	Bosque Estatal de Carite, Puerto Rico, USA	18.1339	18.0577	-66.0032	-66.1218	NULL	NULL
7338	Calaveras Co., California, USA	38.51	37.8314	-120.02	-120.988	NULL	NULL
7339	Canitopia, Tahiti, French Polynesia, France	-17.7183	-17.7675	-149.23	-149.29	300	200
7340	Garen Lee Stables, Hernando, Florida, USA	29.0083	28.8731	-82.3117	-82.4282	NULL	NULL
7341	College Place Middle School, Edmonds, Snohomish Co., Washington, USA	47.813	47.8106	-122.332	-122.336	NULL	NULL
7342	Card Creek, Montgomery Co., Kansas, USA	37.2656	37.2478	-95.8255	-95.8576	NULL	NULL
7344	Tango Creek, Idaho, USA	48.7137	48.6961	-116.856	-116.921	NULL	NULL
7345	Kauri Glen Reserve, Northcote, Auckland, New Zealand	-36.8027	-36.8078	174.745	174.732	NULL	NULL
7346	Lac Neigette, Beauport, Québec, Canada	46.9544	46.9497	-71.298	-71.3029	NULL	NULL
7347	Gatlinburg, Tennessee, USA	35.7572	35.6973	-83.428	-83.568	NULL	NULL
7348	Sugarlands Visitor Center, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.6909	35.6846	-83.5341	-83.5407	NULL	NULL
7349	Trail to Harris Lake and to Sunrise Lake, Mount Washington, Vancouver Island, British Columbia, Canada	49.7352	49.7055	-125.385	-125.424	NULL	NULL
7350	Boonville, Missouri, USA	38.9842	38.9321	-92.7157	-92.7932	NULL	NULL
7351	Franklin Island Conservation Area, Missouri, USA	39.004	38.9767	-92.6659	-92.7245	NULL	NULL
7352	NF Road 44 -- aka Dufur Valley Rd., Barlow Ranger District and Hood River Ranger District, Mount Hood National Forest, Hood River Co., Oregon, USA	45.427	45.3767	-121.359	-121.572	NULL	NULL
7353	353rd Ave., Carnation, King Co., Washington, USA	47.6655	47.6611	-121.866	-121.872	NULL	NULL
7354	King County Natural Area (#1), Carnation, King Co., Washington, USA	47.6682	47.6654	-121.866	-121.873	NULL	NULL
7355	Tolt River Rd., Carnation, King Co., Washington, USA	47.6537	47.6448	-121.875	-121.904	NULL	NULL
7356	Pt. Mugu, California, USA	34.0886	34.0877	-119.062	-119.063	NULL	NULL
7357	Ekstakusten, Gotland, Sweden	57.2805	57.2619	18.1003	18.0926	NULL	NULL
7358	Albright Grove Loop Trail, Great Smoky Mountains National Park, Cocke Co., Tennessee, USA	36.1824	35.713	-82.8961	-83.317	NULL	NULL
7359	Old Sugarland Mountain Trail, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.8424	35.4258	-83.0425	-84.0139	NULL	NULL
7360	Harthwald, Lindgrub, Bezirk Neunkirchen, Lower Austria, Austria	47.6967	47.6817	16.1332	16.1012	NULL	NULL
7361	Sperkerriegel, Wiesmath, Bezirk Wiener Neustadt, Lower Austria, Austria	47.6108	47.6039	16.3082	16.3016	NULL	NULL
7362	Rondebosch, Cape Town, South Africa	-33.9614	-33.9623	18.4774	18.4762	NULL	NULL
7363	Sportsman State Park, Yakima, Yakima Co., Washington, USA	46.5962	46.5848	-120.453	-120.47	NULL	NULL
7364	Metchosin, British Columbia, Canada	48.4215	48.3047	-123.471	-123.68	NULL	NULL
7365	Galgenwald, Sigleß, Bezirk Mattersburg, Burgenland, Austria	47.7737	47.7292	16.4303	16.3769	NULL	NULL
7366	Wienerstraße, Mattersburg, Bezirk Mattersburg, Burgenland, Austria	47.7459	47.7382	16.4001	16.3858	NULL	NULL
7367	Second Valley, South Australia, Australia	-35.5113	-35.5878	138.301	138.204	NULL	NULL
7368	Roark Bluff, Stockton Lake, Missouri, USA	37.6945	37.4237	-93.5325	-93.8703	NULL	NULL
7369	Rooster Rock State Park, Multnomah Co., Oregon, USA	45.5574	45.5399	-122.191	-122.271	NULL	NULL
7370	Vyshnevolotsky District, Tver Oblast, Russia	57.8773	57.2158	35.4209	33.915	NULL	NULL
7371	Station Road Trail, Cuyahoga Valley National Park, Brecksville, Ohio, USA	41.3211	41.318	-81.5876	-81.5924	NULL	NULL
7372	Upper Grand Coulee, Washington, USA	47.9559	47.621	-119.012	-119.373	NULL	NULL
7373	Calaveras Big Trees State Park, Arnold, California, USA	38.2935	38.2323	-120.214	-120.317	NULL	NULL
7374	Teaticket, Falmouth, Massachusetts, USA	41.5782	41.5442	-70.5733	-70.5992	NULL	NULL
7375	Danville, Pennsylvania, USA	41.0462	40.8944	-76.4978	-76.7065	NULL	NULL
7376	Fremont Lake, Mono Co., California, USA	38.2836	38.2457	-119.526	-119.557	NULL	NULL
7377	Les Stuff and Consuelito Guadelupe's Homebase, Seattle, King Co., Washington, USA	47.7341	47.4956	-122.236	-122.436	NULL	NULL
7378	Leavitt Meadow, Mono Co., California, USA	38.3262	38.3087	-119.535	-119.567	NULL	NULL
7379	Will Co., Illinois, USA	41.7289	41.2016	-87.5253	-88.2615	NULL	NULL
7380	Pico Mesa, Principe, Sao Tome and Principe	1.59247	1.576	7.35732	7.34067	537	0
7381	Trail between Bom Successo and Lagoa Amelia, Sao Tome, Sao Tome and Principe	0.294167	0.286944	6.60556	6.59417	1351	1200
7382	Lone Tree Hill Regional Park, Highlands, Saanich Peninsula, Vancouver Island, British Columbia, Canada	48.5178	48.5124	-123.508	-123.513	NULL	NULL
7383	Sao Tome, Sao Tome and Principe	0.414087	0.0199127	6.7608	6.46048	2024	0
7384	Sao Luis, Sao Tome, Sao Tome and Principe	0.316156	0.304569	6.61733	6.59819	900	800
7385	Pie Melon Bay, Waiheke Island, New Zealand	-36.7314	-36.8418	175.215	174.994	NULL	NULL
7386	Whakanewha Regional Park, Waiheke Island, New Zealand	-36.808	-36.8261	175.082	175.056	NULL	NULL
7387	Junction Rd., Waiheke Island, New Zealand	-36.7865	-36.7893	175.041	175.033	NULL	NULL
7389	Highlands Hammock State Park, Sebring, Florida, USA	27.4856	27.4123	-81.4862	-81.5678	NULL	NULL
7390	Hillsborough River, Thonotosassa, Florida, USA	28.0915	28.0718	-82.3519	-82.3839	NULL	NULL
7391	Settlers, Limpopo, South Africa	-24.9399	-24.9601	28.5493	28.5173	NULL	NULL
7392	Topaz Mountain, Juab Co., Utah, USA	39.7437	39.675	-113.039	-113.167	NULL	NULL
7393	Northeast Collier Co., Florida, USA	26.5142	26.3654	-81.4355	-81.6586	NULL	NULL
7394	Southeast Collier Co., Florida, USA	26.1628	25.7529	-80.939	-81.6257	NULL	NULL
7395	Morro Do Leste, Principe, Sao Tome and Principe	1.60671	1.58595	7.41903	7.39861	700	300
7396	Llanfairynghornwy, Wales	53.4079	53.3813	-4.52147	-4.5855	NULL	NULL
7397	Voorhees State Park, High Bridge, New Jersey, USA	40.6976	40.6767	-74.8858	-74.9081	NULL	NULL
7398	Withlacoochee State Forest, Lecanto, Florida, USA	28.8226	28.6934	-82.3748	-82.4895	NULL	NULL
7399	Caloosahatchee Regional Park, Alva, Florida, USA	26.7349	26.718	-81.6391	-81.6662	NULL	NULL
7400	Nolde Forest Environmental Education Center, Pennsylvania, USA	40.2854	40.2683	-75.9333	-75.9653	NULL	NULL
7401	Camp Sherman, Deschutes National Forest, Jefferson Co., Oregon, USA	44.4845	44.4277	-121.633	-121.668	NULL	NULL
7402	Rockingham Co., Virginia, USA	38.8501	38.2067	-78.486	-79.2243	NULL	NULL
7403	Gulf Islands, British Columbia, Canada	49.1394	49.1261	-123.68	-123.686	NULL	NULL
7404	Road between Terreiro Velho and Infante D. Henrique, Principe, Sao Tome and Principe	1.59933	1.56845	7.42968	7.41217	203	108
7405	Cumberland Gap National Historical Park, Virginia, USA	36.6982	36.5461	-83.4219	-83.7952	NULL	NULL
7406	Bunker Hill Forest Preserve, Niles, Illinois, USA	42.0619	41.9999	-87.767	-87.8553	NULL	NULL
7407	Algonquin Woods Forest Preserve, Des Plaines, Illinois, USA	42.0796	41.9954	-87.8601	-87.9413	NULL	NULL
7408	Refrigerator, Sun Spot, San Francisco, California, USA	37.7373	37.7371	-122.409	-122.409	NULL	NULL
7409	Flatzer Wand, Flatz, Bezirk Neunkirchen, Lower Austria, Austria	47.7553	47.7402	16.0325	16.0005	NULL	NULL
7410	Base of Pico Papagaio, Principe, Sao Tome and Principe	1.62945	1.61443	7.39599	7.38978	357	202
7411	Between S. Carlos Do Fundao and Ribeira Banzu, Principe, Sao Tome and Principe	1.59513	1.59317	7.38827	7.3869	276	254
7412	Ilheu Bom-Bom, Principe, Sao Tome and Principe	1.70177	1.69448	7.40496	7.40024	68	0
7413	Road between Principe Airport and Sundy, Principe, Sao Tome and Principe	1.66694	1.65253	7.40015	7.38298	195	140
7414	Trail between Bom Successo and Pico Sao Tome, Sao Tome, Sao Tome and Principe	0.307616	0.256976	6.59042	6.52236	2024	1160
7415	Road between Bom Sucesso and Radio Tower, Sao Tome, Sao Tome and Principe	0.288562	0.275773	6.61162	6.60553	1340	1156
7416	Rio Papagaio above Bella Vista, Principe, Sao Tome and Principe	1.60946	1.58235	7.41903	7.39517	140	40
7417	Principe, Sao Tome and Principe	1.69602	1.52663	7.46488	7.3296	948	0
7418	West Falmouth, Falmouth, Massachusetts, USA	41.6282	41.5705	-70.6183	-70.6544	NULL	NULL
7419	Truman Gulch, Gallatin Co., Montana, USA	45.8309	45.8154	-110.969	-111.001	NULL	NULL
7420	Base of Joao Dias Filho Joao Dias Pai, Principe, Sao Tome and Principe	1.6185	1.60012	7.37653	7.36719	279	24
7421	Hinterer Selitzagraben, Lackenbach, Bezirk Oberpullendorf, Burgenland, Austria	47.6842	47.5896	16.4862	16.4089	NULL	NULL
7422	near Falmouth High School, Falmouth, Massachusetts, USA	41.6026	41.5851	-70.6033	-70.6183	NULL	NULL
7423	Ida Creek Camp, Icicle Rd., Leavenworth, Washington, USA	47.6072	47.6068	-120.848	-120.85	NULL	777
7424	Auburn, King Co., Washington, USA	47.3541	47.2371	-122.144	-122.266	NULL	NULL
7425	Rd. NF-7601, NW of the bridge over Icicle River, Leavenworth, Washington, USA	47.5639	47.5622	-120.782	-120.785	NULL	NULL
7426	Ridge between Ribeira Banzu and Pico Príncipe, Principe, Sao Tome and Principe	1.59659	1.57462	7.39277	7.37286	948	265
7427	Upper Johny Cr. North Camp on Icicle Rd. NF-7600, Leavenworth, Washington, USA	47.5937	47.5932	-120.813	-120.814	772	770
7428	Cascades Range, Oregon, USA	45.5833	43.0207	-121.113	-122.761	NULL	NULL
7429	near Mendocino, Mendocino Co., California, USA	39.4585	39.1854	-123.639	-123.827	NULL	NULL
7430	Contador Valley, Sao Tome, Sao Tome and Principe	0.315855	0.241699	6.57257	6.47781	NULL	NULL
7431	near Ilheus Bom-Bom, Principe, Sao Tome and Principe	1.69405	1.67174	7.41903	7.38788	NULL	NULL
7432	Silver Fork road, Eldorado National Forest, California, USA	38.7744	38.6542	-120.2	-120.295	NULL	NULL
7433	Chivizcoyo, Veracruz, Mexico	19.5418	19.5345	-96.9828	-96.9961	1800	1600
7434	Munson Creek Falls State Park, Tillamook Co., Oregon, USA	45.3661	45.3615	-123.768	-123.776	NULL	NULL
7435	Muskingum Valley Scout Reservation, Coshocton, Ohio, USA	40.4563	40.151	-81.616	-82.1959	NULL	NULL
7436	Hørsholm, Denmark	55.9137	55.8412	12.5364	12.4025	NULL	NULL
7437	Lake Easton State Park, Washington, USA	47.257	47.2401	-121.181	-121.21	NULL	NULL
7438	Saint-Andre, Reunion, France	-20.9561	-20.9741	55.6769	55.6579	NULL	NULL
7439	Soča valley between Kobarid and Žaga, East Julian Alps, Posočje, Slovenia	46.3128	46.2677	13.599	13.4802	1600	320
7440	Katy, Harris Co., Texas, USA	29.8314	29.7522	-95.7973	-95.8624	NULL	NULL
7441	Old Saybrook, Connecticut, USA	41.3424	41.2607	-72.3368	-72.4329	NULL	NULL
7442	Vorderer Selitzagraben, Lackenbach, Bezirk Oberpullendorf, Burgenland, Austria	47.6557	47.5611	16.4917	16.4143	NULL	NULL
7443	Newton, New Jersey, USA	41.0714	41.038	-74.73	-74.7738	NULL	NULL
7444	Turkeypen Ridge Trail, Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.6366	35.6103	-83.7357	-83.7501	NULL	NULL
7445	Bandmaißriegel, Marz, Bezirk Mattersburg, Burgenland, Austria	47.732	47.6736	16.4365	16.3577	NULL	NULL
7446	Cowichan Lake, Vancouver Island, British Columbia, Canada	49.1275	48.5358	-123.532	-124.532	NULL	NULL
7447	Wynwood of Yakima, 4100 Englewood Ave., Yakima, Yakima Co., Washington, USA	46.608	46.6053	-120.562	-120.565	NULL	NULL
7448	Würtenlacke, Apetlon, Bezirk Neusiedl am See, Burgenland, Austria	47.8489	47.7063	16.9513	16.7822	NULL	NULL
7449	Geißspitz, Forchtenstein, Bezirk Mattersburg, Burgenland, Austria	47.7206	47.6756	16.382	16.3027	NULL	NULL
7450	Fort Ebey State Park, Whidbey Island, Island Co., Washington, USA	48.232	48.2112	-122.748	-122.771	NULL	NULL
7451	Birkerød, Denmark	55.8431	55.8325	12.4527	12.4303	12	12
7452	Copenhagen, Sealand, Denmark	55.6979	55.6952	12.563	12.5603	NULL	NULL
7453	London, Middlesex Co, Ontario, Canada	43.0732	42.8245	-81.1064	-81.3909	NULL	NULL
7454	MSU campus, Bozeman, Montana, USA	45.6686	45.6659	-111.047	-111.049	NULL	NULL
7455	Four Corners, Montana, USA	45.7193	45.6422	-111.16	-111.225	NULL	NULL
7456	Reserve Montedimezzo San Pietro Avellana, Vastogirardi, Molise, Isernia, Italy	41.7629	41.7465	14.228	14.1985	NULL	NULL
7457	Sakatah Lake State Park, Minnesota, USA	44.2336	44.2142	-93.4997	-93.5556	NULL	NULL
7458	Lacamas Creek Homestead, Toledo, Lewis Co., Washington, USA	46.5095	46.4622	-122.812	-122.86	NULL	NULL
7459	Nisqually, Washington, USA	47.0641	47.0489	-122.685	-122.717	NULL	NULL
7460	Toledo, Lewis Co., Washington, USA	46.448	46.4323	-122.842	-122.856	NULL	NULL
7461	Tagensvej, Copenhagen, Denmark	55.7186	55.696	12.5586	12.5234	5	5
7462	Hammond, Louisiana, USA	31.0004	30.2244	-90.2431	-90.5675	NULL	NULL
7463	Luzon, Philippines	18.6471	13.6015	122.502	119.755	NULL	NULL
7464	Barumini, Sardinia, Italy	39.7906	39.7125	9.01154	8.90442	NULL	NULL
7465	Mount Erica, Baw Baw National Park, Victoria, Australia	-37.849	-37.8843	146.365	146.301	NULL	NULL
7467	Buskill Township, Pennsylvania, USA	40.855	40.7401	-75.2868	-75.3842	NULL	NULL
7468	Parco Scala di San Giorgio, Osini, Sardinia, Italy	39.8248	39.8195	9.51086	9.50518	NULL	NULL
7469	Mount Washington, Vancouver Island, British Columbia, Canada	49.7555	49.735	-125.287	-125.31	NULL	NULL
7470	Mount St. Helens National Volcanic Monument, Gifford Pinchot National Forest, Cowlitz Co., Lewis Co. and Skamania Co., Washington, USA	46.4459	46.0718	-122.014	-122.385	NULL	NULL
7471	Gennargentu National Park, Sardinia, Italy	41.0314	38.6363	10.2277	8.53146	NULL	NULL
7472	Dam No. 1 Woods, Wheeling, Illinois, USA	42.13	42.1273	-87.8926	-87.8953	NULL	NULL
7473	Stroudsburg, Pennsylvania, USA	40.9812	40.9581	-75.1784	-75.2148	NULL	NULL
7474	Seigler Springs, Lake Co., California, USA	38.8831	38.8658	-122.673	-122.705	NULL	NULL
7475	paradela Sever do Vouga, Portugal	40.709	40.6921	-8.34065	-8.37267	150	70
7476	near Belgrade, Montana, USA	45.8022	45.7585	-111.216	-111.279	NULL	NULL
7477	1 mile west of Ice House Reservoir, El Dorado Co., California, USA	38.8358	38.8309	-120.38	-120.387	NULL	NULL
7478	Fern Gully Track, Tarra-Bulga National Park, Victoria, Australia	-38.4272	-38.4333	146.574	146.563	NULL	NULL
7479	Strzelecki State Park, Victoria, Australia	-38.3713	-38.6028	146.618	146.224	NULL	NULL
7480	Teichmühle, Sigleß, Bezirk Mattersburg, Burgenland, Austria	47.8031	47.7586	16.409	16.3556	NULL	NULL
7481	Baw Baw National Park, Victoria, Australia	-37.7458	-37.9375	146.457	146.206	NULL	NULL
7482	Sisters Ranger District, Deschutes National Forest, Jefferson Co. & Deschutes Co., Oregon, USA	44.6687	44.0521	-121.432	-121.796	NULL	NULL
7483	Watson Mill Bridge State Park, Georgia, USA	34.0319	34.0202	-83.0663	-83.0769	NULL	NULL
7484	Rio Grande National Forest, Colorado, USA	37.2876	37.2472	-106.982	-107.082	NULL	NULL
7485	Nuoro, Sardinia, Italy	40.3293	40.3089	9.38644	9.3576	NULL	NULL
7486	Blewett Pass, Chelan Co. and Kittatas Co., Washington, USA	47.4094	47.3798	-120.603	-120.627	NULL	NULL
7487	40th Ave., Yakima, Yakima Co., Washington, USA	46.6071	46.6044	-120.561	-120.564	NULL	NULL
7488	George Washington National Forest, Virginia, USA	39.0213	38.6426	-78.2913	-78.6366	NULL	NULL
7490	Dandenong Creek Valley, Wheelers Hill, Victoria, Australia	-37.9394	-37.9494	145.23	145.217	NULL	NULL
7491	Dodge Ridge, California, USA	38.201	38.178	-119.914	-119.963	NULL	NULL
7492	Shinglemill Creek/Fern Cove, Vashon Island, King Co, Washington, USA	47.484	47.4763	-122.476	-122.486	NULL	NULL
7493	Beech Gully Nature Trail, Baw Baw National Park, Victoria, Australia	-37.8614	-37.9078	146.365	146.313	NULL	NULL
7494	North onslow, Quebec, Canada	45.5919	45.5545	-76.2389	-76.2767	NULL	NULL
7495	Marcellus, New York, USA	42.9953	42.9741	-76.3336	-76.3473	NULL	NULL
7496	Mount Shasta, Shasta-Trinity National Forest, Siskiyou Co., California, USA	41.4639	41.3253	-122.104	-122.283	NULL	NULL
7497	near Harris Springs, Shasta-Trinity National Forest, Siskiyou Co., California, USA	41.599	41.4346	-121.607	-121.869	NULL	NULL
7498	Beck Lake, Glenview, Illinois, USA	42.0764	42.0713	-87.8699	-87.8749	NULL	NULL
7499	Malheur National Forest, Oregon, USA	44.8086	43.7284	-118.188	-119.534	NULL	NULL
7500	Muddy Creek Rd., Yamhill Co., Oregon, USA	45.1804	45.1268	-123.263	-123.388	225	NULL
7501	Parco Nazionale dei Monti Sibillini, Marche Region, Italy	42.8968	42.8845	13.3873	13.3583	NULL	NULL
7502	Monte Conero, Sarnano, Italy	43.0513	43.0452	13.2986	13.2866	NULL	NULL
7503	Greisriegelgraben, Ofenbach, Bezirk Wiener Neustadt-Land, Lower Austria, Austria	47.7153	47.7003	16.3032	16.2712	NULL	NULL
7504	Greisriegel, Forchtenstein, Bezirk Mattersburg, Burgenland, Austria	47.7281	47.6831	16.3428	16.2636	NULL	NULL
7505	Südhang, Spital am Semmering, Bezirk Mürzzuschlag, Styria, Austria	47.6352	47.6347	15.8171	15.8145	NULL	NULL
7506	Sauerwald, Pinkafeld, Bezirk Oberwart, Burgenland, Austria	47.3689	47.3613	16.1006	16.0924	NULL	NULL
7507	Southwest Florida, USA	27.7613	24.9867	-80.788	-82.9578	NULL	NULL
7508	Highway 89 and 35, McCloud, near Mount Shasta, California, USA	41.2813	41.2648	-122.055	-122.087	NULL	NULL
7509	Wild Turkey Strand Preserve, Fort Myers, Florida, USA	26.5805	26.4952	-81.6861	-81.7245	NULL	NULL
7510	Noxen, Pennsylvania, USA	41.4293	41.418	-76.0565	-76.1212	NULL	NULL
7511	Draßburger Wald, Draßburg, Bezirk Mattersburg, Burgenland, Austria	47.7567	47.7111	16.4886	16.4076	NULL	NULL
